quarter,parent1_name,parent1_code,parent2_name,parent2_code,category_name,category_code,quarterly_avg_click_ratio,quarterly_max_click_ratio,sales_group,sales_amount
Q4,생활/건강,50000008,건강관리용품,50000064,코건강용품,50002060,30.76611,31.68129,생활용품,5087070
Q1,생활/건강,50000008,건강관리용품,50000064,코클리너,50002061,87.50573666666666,100.0,생활용품,4727043
Q2,생활/건강,50000008,건강관리용품,50000064,코클리너,50002061,62.83094666666667,89.13592,생활용품,5030467
Q3,생활/건강,50000008,건강관리용품,50000064,코클리너,50002061,31.23609666666667,33.623,생활용품,5224692
Q4,생활/건강,50000008,건강관리용품,50000064,코클리너,50002061,41.94196333333333,46.49785,생활용품,5087070
Q1,생활/건강,50000008,건강관리용품,50000064,파라핀용품,50002062,95.43813666666668,100.0,생활용품,4727043
Q2,생활/건강,50000008,건강관리용품,50000064,파라핀용품,50002062,65.61678,77.30658,생활용품,5030467
Q3,생활/건강,50000008,건강관리용품,50000064,파라핀용품,50002062,63.13590333333334,65.54761,생활용품,5224692
Q4,생활/건강,50000008,건강관리용품,50000064,파라핀용품,50002062,48.59740333333334,52.56699,생활용품,5087070
Q1,생활/건강,50000008,건강관리용품,50000064,풋/레그패치,50002058,49.17144666666667,57.57012,생활용품,4727043
Q2,생활/건강,50000008,건강관리용품,50000064,풋/레그패치,50002058,94.59623,100.0,생활용품,5030467
Q3,생활/건강,50000008,건강관리용품,50000064,풋/레그패치,50002058,76.67932666666667,82.12351,생활용품,5224692
Q4,생활/건강,50000008,건강관리용품,50000064,풋/레그패치,50002058,51.71772333333333,63.93581,생활용품,5087070
Q1,생활/건강,50000008,건강측정용품,50000063,만보계,50002045,75.51422666666666,79.57873,생활용품,4727043
Q2,생활/건강,50000008,건강측정용품,50000063,만보계,50002045,78.79801666666667,100.0,생활용품,5030467
Q3,생활/건강,50000008,건강측정용품,50000063,만보계,50002045,55.54823666666667,60.12286,생활용품,5224692
Q4,생활/건강,50000008,건강측정용품,50000063,만보계,50002045,44.85034,47.77576,생활용품,5087070
Q1,생활/건강,50000008,건강측정용품,50000063,신장계,50002046,93.42178666666666,100.0,생활용품,4727043
Q2,생활/건강,50000008,건강측정용품,50000063,신장계,50002046,82.45370333333334,95.20744,생활용품,5030467
Q3,생활/건강,50000008,건강측정용품,50000063,신장계,50002046,79.22236333333333,84.444,생활용품,5224692
Q4,생활/건강,50000008,건강측정용품,50000063,신장계,50002046,61.74208000000001,78.54242,생활용품,5087070
Q1,생활/건강,50000008,건강측정용품,50000063,심박계,50002050,61.11110666666667,73.71364,생활용품,4727043
Q2,생활/건강,50000008,건강측정용품,50000063,심박계,50002050,78.89634333333333,100.0,생활용품,5030467
Q3,생활/건강,50000008,건강측정용품,50000063,심박계,50002050,59.17225333333334,67.00223,생활용품,5224692
Q4,생활/건강,50000008,건강측정용품,50000063,심박계,50002050,46.79343666666667,49.217,생활용품,5087070
Q1,생활/건강,50000008,건강측정용품,50000063,청진기,50002051,88.72746,100.0,생활용품,4727043
Q2,생활/건강,50000008,건강측정용품,50000063,청진기,50002051,79.15423333333332,99.66273,생활용품,5030467
Q3,생활/건강,50000008,건강측정용품,50000063,청진기,50002051,58.86625333333333,61.52548,생활용품,5224692
Q4,생활/건강,50000008,건강측정용품,50000063,청진기,50002051,40.99536666666666,49.70813,생활용품,5087070
Q1,생활/건강,50000008,건강측정용품,50000063,체온계,50002047,73.19251,100.0,생활용품,4727043
Q2,생활/건강,50000008,건강측정용품,50000063,체온계,50002047,50.89029,56.04621,생활용품,5030467
Q3,생활/건강,50000008,건강측정용품,50000063,체온계,50002047,48.78661333333334,56.16207,생활용품,5224692
Q4,생활/건강,50000008,건강측정용품,50000063,체온계,50002047,41.03531666666667,50.56893,생활용품,5087070
Q1,생활/건강,50000008,건강측정용품,50000063,체중계,50000902,97.60529666666666,100.0,생활용품,4727043
Q2,생활/건강,50000008,건강측정용품,50000063,체중계,50000902,91.71288666666668,96.01751,생활용품,5030467
Q3,생활/건강,50000008,건강측정용품,50000063,체중계,50000902,51.69038333333333,78.35981,생활용품,5224692
Q4,생활/건강,50000008,건강측정용품,50000063,체중계,50000902,25.91342333333333,28.54185,생활용품,5087070
Q1,생활/건강,50000008,건강측정용품,50000063,혈압계,50002049,87.21823666666667,100.0,생활용품,4727043
Q2,생활/건강,50000008,건강측정용품,50000063,혈압계,50002049,62.45219333333333,74.14316,생활용품,5030467
Q3,생활/건강,50000008,건강측정용품,50000063,혈압계,50002049,51.76512333333333,58.68286,생활용품,5224692
Q4,생활/건강,50000008,건강측정용품,50000063,혈압계,50002049,41.26197333333334,46.32446,생활용품,5087070
Q1,생활/건강,50000008,공구,50000165,목공공구,50001020,93.02442,100.0,생활용품,4727043
Q2,생활/건강,50000008,공구,50000165,목공공구,50001020,73.18918666666667,86.20764,생활용품,5030467
Q3,생활/건강,50000008,공구,50000165,목공공구,50001020,52.46878666666667,58.27424,생활용품,5224692
Q4,생활/건강,50000008,공구,50000165,목공공구,50001020,51.909443333333336,54.63759,생활용품,5087070
Q1,생활/건강,50000008,공구,50000165,설비공구,50001021,83.79191333333334,95.63908,생활용품,4727043
Q2,생활/건강,50000008,공구,50000165,설비공구,50001021,91.96859333333332,100.0,생활용품,5030467
Q3,생활/건강,50000008,공구,50000165,설비공구,50001021,72.48666666666666,95.28075,생활용품,5224692
Q4,생활/건강,50000008,공구,50000165,설비공구,50001021,52.72148000000001,54.45835,생활용품,5087070
Q1,생활/건강,50000008,공구,50000165,소형기계,50001030,80.92929666666667,95.47949,생활용품,4727043
Q2,생활/건강,50000008,공구,50000165,소형기계,50001030,91.72719333333332,100.0,생활용품,5030467
Q3,생활/건강,50000008,공구,50000165,소형기계,50001030,77.23766666666667,98.18611,생활용품,5224692
Q4,생활/건강,50000008,공구,50000165,소형기계,50001030,53.50912666666667,54.44477,생활용품,5087070
Q1,생활/건강,50000008,공구,50000165,수작업공구,50001026,88.61107333333332,99.78402,생활용품,4727043
Q2,생활/건강,50000008,공구,50000165,수작업공구,50001026,89.76268666666665,100.0,생활용품,5030467
Q3,생활/건강,50000008,공구,50000165,수작업공구,50001026,75.78076333333333,82.40445,생활용품,5224692
Q4,생활/건강,50000008,공구,50000165,수작업공구,50001026,61.43832,62.60559,생활용품,5087070
Q1,생활/건강,50000008,공구,50000165,안전용품,50001031,85.32751333333333,96.20477,생활용품,4727043
Q2,생활/건강,50000008,공구,50000165,안전용품,50001031,87.13544333333334,100.0,생활용품,5030467
Q3,생활/건강,50000008,공구,50000165,안전용품,50001031,68.94846,84.81589,생활용품,5224692
Q4,생활/건강,50000008,공구,50000165,안전용품,50001031,55.906353333333335,57.9273,생활용품,5087070
Q1,생활/건강,50000008,공구,50000165,에어공구,50001025,77.37002333333334,92.13115,생활용품,4727043
Q2,생활/건강,50000008,공구,50000165,에어공구,50001025,87.74042666666666,100.0,생활용품,5030467
Q3,생활/건강,50000008,공구,50000165,에어공구,50001025,58.59307333333334,76.55247,생활용품,5224692
Q4,생활/건강,50000008,공구,50000165,에어공구,50001025,42.27137,42.97292,생활용품,5087070
Q1,생활/건강,50000008,공구,50000165,예초기,50001023,16.718863333333335,26.47048,생활용품,4727043
Q2,생활/건강,50000008,공구,50000165,예초기,50001023,63.14205333333333,74.69693,생활용품,5030467
Q3,생활/건강,50000008,공구,50000165,예초기,50001023,88.51288,100.0,생활용품,5224692
Q4,생활/건강,50000008,공구,50000165,예초기,50001023,15.721683333333331,30.44765,생활용품,5087070
Q1,생활/건강,50000008,공구,50000165,용접공구,50001022,92.08825,100.0,생활용품,4727043
Q2,생활/건강,50000008,공구,50000165,용접공구,50001022,81.17597333333333,97.05452,생활용품,5030467
Q3,생활/건강,50000008,공구,50000165,용접공구,50001022,57.76248,68.92404,생활용품,5224692
Q4,생활/건강,50000008,공구,50000165,용접공구,50001022,50.31554,51.86369,생활용품,5087070
Q1,생활/건강,50000008,공구,50000165,운반용품,50001037,87.14585666666666,100.0,생활용품,4727043
Q2,생활/건강,50000008,공구,50000165,운반용품,50001037,87.77302333333334,96.81098,생활용품,5030467
Q3,생활/건강,50000008,공구,50000165,운반용품,50001037,84.42655666666667,87.02297,생활용품,5224692
Q4,생활/건강,50000008,공구,50000165,운반용품,50001037,70.18992666666666,70.89304,생활용품,5087070
Q1,생활/건강,50000008,공구,50000165,원예공구,50001024,59.45050666666666,85.32046,생활용품,4727043
Q2,생활/건강,50000008,공구,50000165,원예공구,50001024,87.24839333333334,100.0,생활용품,5030467
Q3,생활/건강,50000008,공구,50000165,원예공구,50001024,56.049416666666666,70.88086,생활용품,5224692
Q4,생활/건강,50000008,공구,50000165,원예공구,50001024,32.97464,37.79854,생활용품,5087070
Q1,생활/건강,50000008,공구,50000165,전기용품,50001032,92.48398333333334,100.0,생활용품,4727043
Q2,생활/건강,50000008,공구,50000165,전기용품,50001032,81.14980666666666,91.62926,생활용품,5030467
Q3,생활/건강,50000008,공구,50000165,전기용품,50001032,73.00575666666667,87.61467,생활용품,5224692
Q4,생활/건강,50000008,공구,50000165,전기용품,50001032,54.82027333333334,55.77884,생활용품,5087070
Q1,생활/건강,50000008,공구,50000165,전동공구,50001027,91.04032,100.0,생활용품,4727043
Q2,생활/건강,50000008,공구,50000165,전동공구,50001027,85.95279666666666,91.20572,생활용품,5030467
Q3,생활/건강,50000008,공구,50000165,전동공구,50001027,63.273410000000005,70.32761,생활용품,5224692
Q4,생활/건강,50000008,공구,50000165,전동공구,50001027,58.32629666666667,61.41591,생활용품,5087070
Q1,생활/건강,50000008,공구,50000165,절삭공구,50001028,86.45844,99.9736,생활용품,4727043
Q2,생활/건강,50000008,공구,50000165,절삭공구,50001028,87.47132666666668,100.0,생활용품,5030467
Q3,생활/건강,50000008,공구,50000165,절삭공구,50001028,62.99326,72.56252,생활용품,5224692
Q4,생활/건강,50000008,공구,50000165,절삭공구,50001028,52.11439666666666,53.18355,생활용품,5087070
Q1,생활/건강,50000008,공구,50000165,접착용품,50001033,86.82555666666667,98.94707,생활용품,4727043
Q2,생활/건강,50000008,공구,50000165,접착용품,50001033,92.16482,100.0,생활용품,5030467
Q3,생활/건강,50000008,공구,50000165,접착용품,50001033,76.22041666666667,84.74526,생활용품,5224692
Q4,생활/건강,50000008,공구,50000165,접착용품,50001033,57.81332,62.75454,생활용품,5087070
Q1,생활/건강,50000008,공구,50000165,체결용품,50001034,85.77337,97.62962,생활용품,4727043
Q2,생활/건강,50000008,공구,50000165,체결용품,50001034,90.98988,100.0,생활용품,5030467
Q3,생활/건강,50000008,공구,50000165,체결용품,50001034,79.42942666666666,85.06362,생활용품,5224692
Q4,생활/건강,50000008,공구,50000165,체결용품,50001034,64.47422999999999,66.71949,생활용품,5087070
Q1,생활/건강,50000008,공구,50000165,측정공구,50001029,91.76685,99.48168,생활용품,4727043
Q2,생활/건강,50000008,공구,50000165,측정공구,50001029,89.16246000000001,100.0,생활용품,5030467
Q3,생활/건강,50000008,공구,50000165,측정공구,50001029,70.76958333333333,93.7155,생활용품,5224692
Q4,생활/건강,50000008,공구,50000165,측정공구,50001029,50.05197999999999,52.09688,생활용품,5087070
Q1,생활/건강,50000008,공구,50000165,페인트,50001035,77.56379333333332,97.42196,생활용품,4727043
Q2,생활/건강,50000008,공구,50000165,페인트,50001035,87.74673,100.0,생활용품,5030467
Q3,생활/건강,50000008,공구,50000165,페인트,50001035,69.5387,73.95638,생활용품,5224692
Q4,생활/건강,50000008,공구,50000165,페인트,50001035,59.78791,70.96524,생활용품,5087070
Q1,생활/건강,50000008,공구,50000165,페인트용품,50001036,61.815936666666666,86.38266,생활용품,4727043
Q2,생활/건강,50000008,공구,50000165,페인트용품,50001036,96.30870666666664,100.0,생활용품,5030467
Q3,생활/건강,50000008,공구,50000165,페인트용품,50001036,72.62946,86.93059,생활용품,5224692
Q4,생활/건강,50000008,공구,50000165,페인트용품,50001036,46.89273333333333,62.64043,생활용품,5087070
Q1,생활/건강,50000008,공구,50000165,포장용품,50001038,93.62827,100.0,생활용품,4727043
Q2,생활/건강,50000008,공구,50000165,포장용품,50001038,82.89416,98.68194,생활용품,5030467
Q3,생활/건강,50000008,공구,50000165,포장용품,50001038,77.03311000000001,89.99719,생활용품,5224692
Q4,생활/건강,50000008,공구,50000165,포장용품,50001038,68.94621666666667,75.4531,생활용품,5087070
Q1,생활/건강,50000008,구강위생용품,50000072,구강청정제/가글,50001933,92.24923,98.49047,생활용품,4727043
Q2,생활/건강,50000008,구강위생용품,50000072,구강청정제/가글,50001933,87.07282,100.0,생활용품,5030467
Q3,생활/건강,50000008,구강위생용품,50000072,구강청정제/가글,50001933,69.29949333333333,72.05581,생활용품,5224692
Q4,생활/건강,50000008,구강위생용품,50000072,구강청정제/가글,50001933,55.48233333333334,58.13305,생활용품,5087070
Q1,생활/건강,50000008,구강위생용품,50000072,마우스피스,50001941,74.50211,100.0,생활용품,4727043
Q2,생활/건강,50000008,구강위생용품,50000072,마우스피스,50001941,46.04972,56.97317,생활용품,5030467
Q3,생활/건강,50000008,구강위생용품,50000072,마우스피스,50001941,27.92075,44.73724,생활용품,5224692
Q4,생활/건강,50000008,구강위생용품,50000072,마우스피스,50001941,14.302293333333331,16.04022,생활용품,5087070
Q1,생활/건강,50000008,구강위생용품,50000072,치석제거기,50001943,90.64367666666668,94.93993,생활용품,4727043
Q2,생활/건강,50000008,구강위생용품,50000072,치석제거기,50001943,89.36700666666667,100.0,생활용품,5030467
Q3,생활/건강,50000008,구강위생용품,50000072,치석제거기,50001943,82.25138,91.02764,생활용품,5224692
Q4,생활/건강,50000008,구강위생용품,50000072,치석제거기,50001943,54.30996,60.05018,생활용품,5087070
Q1,생활/건강,50000008,구강위생용품,50000072,치실/치간칫솔,50001935,97.57060333333334,99.39336,생활용품,4727043
Q2,생활/건강,50000008,구강위생용품,50000072,치실/치간칫솔,50001935,89.76489666666667,100.0,생활용품,5030467
Q3,생활/건강,50000008,구강위생용품,50000072,치실/치간칫솔,50001935,71.06779999999999,77.74839,생활용품,5224692
Q4,생활/건강,50000008,구강위생용품,50000072,치실/치간칫솔,50001935,56.47528333333333,59.71186,생활용품,5087070
Q1,생활/건강,50000008,구강위생용품,50000072,치아미백제,50001936,92.8496,98.29086,생활용품,4727043
Q2,생활/건강,50000008,구강위생용품,50000072,치아미백제,50001936,81.81887333333333,89.27964,생활용품,5030467
Q3,생활/건강,50000008,구강위생용품,50000072,치아미백제,50001936,89.32718,100.0,생활용품,5224692
Q4,생활/건강,50000008,구강위생용품,50000072,치아미백제,50001936,50.77487333333334,57.41847,생활용품,5087070
Q1,생활/건강,50000008,구강위생용품,50000072,치약,50001937,99.63430333333334,100.0,생활용품,4727043
Q2,생활/건강,50000008,구강위생용품,50000072,치약,50001937,85.40062333333333,96.56146,생활용품,5030467
Q3,생활/건강,50000008,구강위생용품,50000072,치약,50001937,66.84678666666666,79.7893,생활용품,5224692
Q4,생활/건강,50000008,구강위생용품,50000072,치약,50001937,48.28082666666666,49.72728,생활용품,5087070
Q1,생활/건강,50000008,구강위생용품,50000072,칫솔,50001938,97.59057666666666,100.0,생활용품,4727043
Q2,생활/건강,50000008,구강위생용품,50000072,칫솔,50001938,83.93877333333334,92.12455,생활용품,5030467
Q3,생활/건강,50000008,구강위생용품,50000072,칫솔,50001938,60.60807333333333,70.6886,생활용품,5224692
Q4,생활/건강,50000008,구강위생용품,50000072,칫솔,50001938,44.29804333333333,47.21516,생활용품,5087070
Q1,생활/건강,50000008,구강위생용품,50000072,칫솔치약세트,50001939,90.42902666666669,100.0,생활용품,4727043
Q2,생활/건강,50000008,구강위생용품,50000072,칫솔치약세트,50001939,68.4294,76.70383,생활용품,5030467
Q3,생활/건강,50000008,구강위생용품,50000072,칫솔치약세트,50001939,59.235173333333336,61.17558,생활용품,5224692
Q4,생활/건강,50000008,구강위생용품,50000072,칫솔치약세트,50001939,41.76273333333334,47.96824,생활용품,5087070
Q1,생활/건강,50000008,구강위생용품,50000072,틀니관리용품,50001942,97.93951333333332,100.0,생활용품,4727043
Q2,생활/건강,50000008,구강위생용품,50000072,틀니관리용품,50001942,81.05417333333334,87.962,생활용품,5030467
Q3,생활/건강,50000008,구강위생용품,50000072,틀니관리용품,50001942,74.74234666666666,93.04664,생활용품,5224692
Q4,생활/건강,50000008,구강위생용품,50000072,틀니관리용품,50001942,61.15295333333333,68.66023,생활용품,5087070
Q1,생활/건강,50000008,구강위생용품,50000072,혀클리너,50001940,92.96815,100.0,생활용품,4727043
Q2,생활/건강,50000008,구강위생용품,50000072,혀클리너,50001940,86.618,90.36299,생활용품,5030467
Q3,생활/건강,50000008,구강위생용품,50000072,혀클리너,50001940,75.03232666666666,83.65226,생활용품,5224692
Q4,생활/건강,50000008,구강위생용품,50000072,혀클리너,50001940,52.40239666666667,55.91503,생활용품,5087070
Q1,생활/건강,50000008,냉온/찜질용품,50000071,찜질기,50001931,78.27544666666667,100.0,생활용품,4727043
Q2,생활/건강,50000008,냉온/찜질용품,50000071,찜질기,50001931,44.59930333333333,50.64326,생활용품,5030467
Q3,생활/건강,50000008,냉온/찜질용품,50000071,찜질기,50001931,33.24282,39.27577,생활용품,5224692
Q4,생활/건강,50000008,냉온/찜질용품,50000071,찜질기,50001931,54.25848,54.50288,생활용품,5087070
Q1,생활/건강,50000008,냉온/찜질용품,50000071,찜질팩,50001932,73.96938666666667,86.96407,생활용품,4727043
Q2,생활/건강,50000008,냉온/찜질용품,50000071,찜질팩,50001932,60.15794333333333,61.74502,생활용품,5030467
Q3,생활/건강,50000008,냉온/찜질용품,50000071,찜질팩,50001932,65.98019666666666,100.0,생활용품,5224692
Q4,생활/건강,50000008,냉온/찜질용품,50000071,찜질팩,50001932,55.642860000000006,61.73754,생활용품,5087070
Q1,생활/건강,50000008,눈건강용품,50000073,기타렌즈용품,50001944,92.37199666666667,100.0,생활용품,4727043
Q2,생활/건강,50000008,눈건강용품,50000073,기타렌즈용품,50001944,77.95639333333334,84.05147,생활용품,5030467
Q3,생활/건강,50000008,눈건강용품,50000073,기타렌즈용품,50001944,75.45130666666667,80.42341,생활용품,5224692
Q4,생활/건강,50000008,눈건강용품,50000073,기타렌즈용품,50001944,52.53509666666667,54.12219,생활용품,5087070
Q1,생활/건강,50000008,눈건강용품,50000073,렌즈세정액,50001817,93.93687666666666,95.54229,생활용품,4727043
Q2,생활/건강,50000008,눈건강용품,50000073,렌즈세정액,50001817,89.71897333333334,100.0,생활용품,5030467
Q3,생활/건강,50000008,눈건강용품,50000073,렌즈세정액,50001817,74.95610333333333,78.90968,생활용품,5224692
Q4,생활/건강,50000008,눈건강용품,50000073,렌즈세정액,50001817,59.75645666666667,66.21859,생활용품,5087070
Q1,생활/건강,50000008,눈건강용품,50000073,렌즈세척기,50001818,93.51838333333336,100.0,생활용품,4727043
Q2,생활/건강,50000008,눈건강용품,50000073,렌즈세척기,50001818,79.73248333333333,89.52093,생활용품,5030467
Q3,생활/건강,50000008,눈건강용품,50000073,렌즈세척기,50001818,68.27970333333333,76.01242,생활용품,5224692
Q4,생활/건강,50000008,눈건강용품,50000073,렌즈세척기,50001818,45.237343333333335,47.51631,생활용품,5087070
Q1,생활/건강,50000008,눈건강용품,50000073,안대,50001819,93.25865333333331,93.90166,생활용품,4727043
Q2,생활/건강,50000008,눈건강용품,50000073,안대,50001819,86.34015,100.0,생활용품,5030467
Q3,생활/건강,50000008,눈건강용품,50000073,안대,50001819,56.44422666666666,73.12619,생활용품,5224692
Q4,생활/건강,50000008,눈건강용품,50000073,안대,50001819,45.45395333333333,48.77274,생활용품,5087070
Q1,생활/건강,50000008,당뇨관리용품,50000065,침/바늘,50002064,94.11739333333333,100.0,생활용품,4727043
Q2,생활/건강,50000008,당뇨관리용품,50000065,침/바늘,50002064,84.35287,92.0122,생활용품,5030467
Q3,생활/건강,50000008,당뇨관리용품,50000065,침/바늘,50002064,71.43374666666666,77.14785,생활용품,5224692
Q4,생활/건강,50000008,당뇨관리용품,50000065,침/바늘,50002064,53.15672,57.21994,생활용품,5087070
Q1,생활/건강,50000008,당뇨관리용품,50000065,혈당계,50002066,93.94113666666668,100.0,생활용품,4727043
Q2,생활/건강,50000008,당뇨관리용품,50000065,혈당계,50002066,85.41083333333334,87.14883,생활용품,5030467
Q3,생활/건강,50000008,당뇨관리용품,50000065,혈당계,50002066,65.43734333333333,82.42345,생활용품,5224692
Q4,생활/건강,50000008,당뇨관리용품,50000065,혈당계,50002066,41.37395333333333,45.90764,생활용품,5087070
Q1,생활/건강,50000008,당뇨관리용품,50000065,혈당측정지,50002065,97.73716666666668,98.70562,생활용품,4727043
Q2,생활/건강,50000008,당뇨관리용품,50000065,혈당측정지,50002065,96.98566999999998,100.0,생활용품,5030467
Q3,생활/건강,50000008,당뇨관리용품,50000065,혈당측정지,50002065,76.22553333333333,86.40828,생활용품,5224692
Q4,생활/건강,50000008,당뇨관리용품,50000065,혈당측정지,50002065,59.032916666666665,61.74586,생활용품,5087070
Q1,생활/건강,50000008,물리치료/저주파용품,50000069,디스크/관절용품,50001926,73.71494666666666,76.63551,생활용품,4727043
Q2,생활/건강,50000008,물리치료/저주파용품,50000069,디스크/관절용품,50001926,91.82242666666669,100.0,생활용품,5030467
Q3,생활/건강,50000008,물리치료/저주파용품,50000069,디스크/관절용품,50001926,57.28193,86.09813,생활용품,5224692
Q4,생활/건강,50000008,물리치료/저주파용품,50000069,디스크/관절용품,50001926,38.862923333333335,40.30373,생활용품,5087070
Q1,생활/건강,50000008,물리치료/저주파용품,50000069,물리치료용품,50001928,53.73497,64.4272,생활용품,4727043
Q2,생활/건강,50000008,물리치료/저주파용품,50000069,물리치료용품,50001928,64.01947,64.68279,생활용품,5030467
Q3,생활/건강,50000008,물리치료/저주파용품,50000069,물리치료용품,50001928,87.98417333333333,100.0,생활용품,5224692
Q4,생활/건강,50000008,물리치료/저주파용품,50000069,물리치료용품,50001928,61.22013666666667,67.90506,생활용품,5087070
Q1,생활/건강,50000008,물리치료/저주파용품,50000069,부항기,50001927,71.79517666666668,74.75847,생활용품,4727043
Q2,생활/건강,50000008,물리치료/저주파용품,50000069,부항기,50001927,79.05489999999999,100.0,생활용품,5030467
Q3,생활/건강,50000008,물리치료/저주파용품,50000069,부항기,50001927,75.82458,84.81848,생활용품,5224692
Q4,생활/건강,50000008,물리치료/저주파용품,50000069,부항기,50001927,48.84288,60.77407,생활용품,5087070
Q1,생활/건강,50000008,물리치료/저주파용품,50000069,저주파안마기,50001922,76.35147666666667,86.87296,생활용품,4727043
Q2,생활/건강,50000008,물리치료/저주파용품,50000069,저주파안마기,50001922,86.61290666666666,90.17684,생활용품,5030467
Q3,생활/건강,50000008,물리치료/저주파용품,50000069,저주파안마기,50001922,68.23323333333333,100.0,생활용품,5224692
Q4,생활/건강,50000008,물리치료/저주파용품,50000069,저주파안마기,50001922,36.263740000000006,41.87863,생활용품,5087070
Q1,생활/건강,50000008,물리치료/저주파용품,50000069,저주파자극기,50001923,95.19009,100.0,생활용품,4727043
Q2,생활/건강,50000008,물리치료/저주파용품,50000069,저주파자극기,50001923,88.34119666666668,96.69559,생활용품,5030467
Q3,생활/건강,50000008,물리치료/저주파용품,50000069,저주파자극기,50001923,73.04248333333334,76.32861,생활용품,5224692
Q4,생활/건강,50000008,물리치료/저주파용품,50000069,저주파자극기,50001923,52.32830333333334,57.33668,생활용품,5087070
Q1,생활/건강,50000008,물리치료/저주파용품,50000069,저주파패드,50001924,95.56803333333332,100.0,생활용품,4727043
Q2,생활/건강,50000008,물리치료/저주파용품,50000069,저주파패드,50001924,74.73759,88.50255,생활용품,5030467
Q3,생활/건강,50000008,물리치료/저주파용품,50000069,저주파패드,50001924,54.47508,61.69622,생활용품,5224692
Q4,생활/건강,50000008,물리치료/저주파용품,50000069,저주파패드,50001924,47.832393333333336,52.1676,생활용품,5087070
Q1,생활/건강,50000008,물리치료/저주파용품,50000069,적외선조사기,50001925,96.20674,100.0,생활용품,4727043
Q2,생활/건강,50000008,물리치료/저주파용품,50000069,적외선조사기,50001925,74.30255,81.09186,생활용품,5030467
Q3,생활/건강,50000008,물리치료/저주파용품,50000069,적외선조사기,50001925,51.633813333333336,56.28479,생활용품,5224692
Q4,생활/건강,50000008,물리치료/저주파용품,50000069,적외선조사기,50001925,49.413446666666665,50.12065,생활용품,5087070
Q1,생활/건강,50000008,발건강용품,50000074,건강슬리퍼,50001820,67.84737333333334,100.0,생활용품,4727043
Q2,생활/건강,50000008,발건강용품,50000074,건강슬리퍼,50001820,77.81786,83.39148,생활용품,5030467
Q3,생활/건강,50000008,발건강용품,50000074,건강슬리퍼,50001820,51.75286,71.16612,생활용품,5224692
Q4,생활/건강,50000008,발건강용품,50000074,건강슬리퍼,50001820,22.29817,27.56323,생활용품,5087070
Q1,생활/건강,50000008,발건강용품,50000074,다리/발마사지기,50001821,81.74208333333333,96.30449,생활용품,4727043
Q2,생활/건강,50000008,발건강용품,50000074,다리/발마사지기,50001821,83.46816333333334,100.0,생활용품,5030467
Q3,생활/건강,50000008,발건강용품,50000074,다리/발마사지기,50001821,48.13624,76.66394,생활용품,5224692
Q4,생활/건강,50000008,발건강용품,50000074,다리/발마사지기,50001821,22.70324,27.7628,생활용품,5087070
Q1,생활/건강,50000008,발건강용품,50000074,발가락교정기,50001825,85.93969666666668,90.04964,생활용품,4727043
Q2,생활/건강,50000008,발건강용품,50000074,발가락교정기,50001825,92.25600666666666,100.0,생활용품,5030467
Q3,생활/건강,50000008,발건강용품,50000074,발가락교정기,50001825,73.02769333333333,87.72462,생활용품,5224692
Q4,생활/건강,50000008,발건강용품,50000074,발가락교정기,50001825,46.03881666666666,53.57551,생활용품,5087070
Q1,생활/건강,50000008,발건강용품,50000074,발각질제거기,50001827,84.61548,100.0,생활용품,4727043
Q2,생활/건강,50000008,발건강용품,50000074,발각질제거기,50001827,59.32402,65.65215,생활용품,5030467
Q3,생활/건강,50000008,발건강용품,50000074,발각질제거기,50001827,37.42701,45.92219,생활용품,5224692
Q4,생활/건강,50000008,발건강용품,50000074,발각질제거기,50001827,35.72946666666667,44.16665,생활용품,5087070
Q1,생활/건강,50000008,발건강용품,50000074,발냄새제거제,50001826,75.97595,83.40534,생활용품,4727043
Q2,생활/건강,50000008,발건강용품,50000074,발냄새제거제,50001826,92.38357333333332,100.0,생활용품,5030467
Q3,생활/건강,50000008,발건강용품,50000074,발냄새제거제,50001826,70.94035666666666,91.09148,생활용품,5224692
Q4,생활/건강,50000008,발건강용품,50000074,발냄새제거제,50001826,32.94925,41.295,생활용품,5087070
Q1,생활/건강,50000008,발건강용품,50000074,발보호대/패드,50001824,82.84392000000001,100.0,생활용품,4727043
Q2,생활/건강,50000008,발건강용품,50000074,발보호대/패드,50001824,43.72196333333333,46.98879,생활용품,5030467
Q3,생활/건강,50000008,발건강용품,50000074,발보호대/패드,50001824,35.063946666666666,43.31223,생활용품,5224692
Q4,생활/건강,50000008,발건강용품,50000074,발보호대/패드,50001824,47.57387,63.48535,생활용품,5087070
Q1,생활/건강,50000008,발건강용품,50000074,발지압/발매트,50001822,87.43602333333332,100.0,생활용품,4727043
Q2,생활/건강,50000008,발건강용품,50000074,발지압/발매트,50001822,51.522490000000005,53.68159,생활용품,5030467
Q3,생활/건강,50000008,발건강용품,50000074,발지압/발매트,50001822,44.28442999999999,48.55894,생활용품,5224692
Q4,생활/건강,50000008,발건강용품,50000074,발지압/발매트,50001822,35.67517333333333,38.94329,생활용품,5087070
Q1,생활/건강,50000008,발건강용품,50000074,족욕/족탕기,50001823,90.96018,100.0,생활용품,4727043
Q2,생활/건강,50000008,발건강용품,50000074,족욕/족탕기,50001823,44.47729,50.62894,생활용품,5030467
Q3,생활/건강,50000008,발건강용품,50000074,족욕/족탕기,50001823,23.920486666666665,25.82982,생활용품,5224692
